timestamp,steps
2025-02-02T03:04:00Z,58
2025-02-02T03:05:00Z,79
2025-02-02T03:06:00Z,34
2025-02-02T03:08:00Z,69
2025-02-02T03:09:00Z,82
2025-02-02T03:15:00Z,7
2025-02-02T03:16:00Z,31
2025-02-02T03:27:00Z,38
2025-02-02T03:28:00Z,84
2025-02-02T03:29:00Z,64
2025-02-02T03:30:00Z,54
2025-02-02T03:31:00Z,53
2025-02-02T03:32:00Z,8
2025-02-02T03:33:00Z,4
2025-02-02T03:35:00Z,16
2025-02-02T03:37:00Z,32
2025-02-02T03:38:00Z,17
2025-02-02T03:39:00Z,7
2025-02-02T03:43:00Z,7
2025-02-02T03:44:00Z,61
2025-02-02T03:45:00Z,60
2025-02-02T03:46:00Z,60
2025-02-02T03:50:00Z,66
2025-02-02T03:51:00Z,116
2025-02-02T03:52:00Z,91
2025-02-02T03:53:00Z,18
2025-02-02T04:00:00Z,81
2025-02-02T04:01:00Z,53
2025-02-02T04:02:00Z,38
2025-02-02T04:03:00Z,23
2025-02-02T04:04:00Z,18
2025-02-02T04:05:00Z,11
2025-02-02T04:06:00Z,7
2025-02-02T04:07:00Z,44
2025-02-02T04:08:00Z,30
2025-02-02T04:09:00Z,26
2025-02-02T04:10:00Z,24
2025-02-02T04:11:00Z,30
2025-02-02T04:12:00Z,94
2025-02-02T04:13:00Z,73
2025-02-02T04:14:00Z,82
2025-02-02T04:15:00Z,42
2025-02-02T04:16:00Z,42
2025-02-02T04:18:00Z,23
2025-02-02T04:19:00Z,62
2025-02-02T04:20:00Z,39
2025-02-02T04:21:00Z,35
2025-02-02T04:23:00Z,41
2025-02-02T04:24:00Z,17
2025-02-02T04:25:00Z,4
2025-02-02T04:26:00Z,10
2025-02-02T04:27:00Z,23
2025-02-02T04:28:00Z,43
2025-02-02T04:29:00Z,14
2025-02-02T04:30:00Z,15
2025-02-02T04:31:00Z,8
2025-02-02T04:32:00Z,44
2025-02-02T04:33:00Z,27
2025-02-02T04:35:00Z,31
2025-02-02T04:36:00Z,21
2025-02-02T04:38:00Z,32
2025-02-02T04:39:00Z,74
2025-02-02T04:46:00Z,17
2025-02-02T04:47:00Z,43
2025-02-02T04:48:00Z,61
2025-02-02T04:49:00Z,50
2025-02-02T04:50:00Z,69
2025-02-02T04:51:00Z,65
2025-02-02T04:52:00Z,79
2025-02-02T04:53:00Z,27
2025-02-02T04:54:00Z,62
2025-02-02T04:55:00Z,71
2025-02-02T04:56:00Z,57
2025-02-02T05:00:00Z,78
2025-02-02T05:01:00Z,114
2025-02-02T05:02:00Z,83
2025-02-02T05:03:00Z,53
2025-02-02T05:04:00Z,63
2025-02-02T05:10:00Z,69
2025-02-02T05:11:00Z,81
2025-02-02T05:12:00Z,35
2025-02-02T05:13:00Z,14
2025-02-02T05:14:00Z,24
2025-02-02T05:15:00Z,38
2025-02-02T05:17:00Z,22
2025-02-02T05:18:00Z,7
2025-02-02T05:20:00Z,10
2025-02-02T05:21:00Z,45
2025-02-02T05:22:00Z,56
2025-02-02T05:23:00Z,54
2025-02-02T05:24:00Z,51
2025-02-02T05:25:00Z,54
2025-02-02T05:26:00Z,29
2025-02-02T05:27:00Z,39
2025-02-02T05:28:00Z,53
2025-02-02T05:29:00Z,82
2025-02-02T05:30:00Z,58
2025-02-02T05:31:00Z,11
2025-02-02T05:32:00Z,42
2025-02-02T05:35:00Z,20
2025-02-02T05:36:00Z,20
2025-02-02T05:37:00Z,27
2025-02-02T05:45:00Z,15
2025-02-02T05:46:00Z,25
2025-02-02T05:47:00Z,42
2025-02-02T05:48:00Z,68
2025-02-02T05:49:00Z,93
2025-02-02T05:50:00Z,100
2025-02-02T05:51:00Z,99
2025-02-02T05:52:00Z,94
2025-02-02T05:53:00Z,98
2025-02-02T05:54:00Z,101
2025-02-02T05:55:00Z,95
2025-02-02T05:56:00Z,92
2025-02-02T05:57:00Z,96
2025-02-02T05:58:00Z,39
2025-02-02T05:59:00Z,42
2025-02-02T06:00:00Z,14
2025-02-02T06:01:00Z,55
2025-02-02T06:02:00Z,96
2025-02-02T06:03:00Z,78
2025-02-02T06:04:00Z,48
2025-02-02T06:06:00Z,10
2025-02-02T06:08:00Z,16
2025-02-02T06:09:00Z,11
2025-02-02T06:10:00Z,44
2025-02-02T06:11:00Z,23
2025-02-02T06:13:00Z,51
2025-02-02T06:14:00Z,20
2025-02-02T06:15:00Z,9
2025-02-02T06:16:00Z,21
2025-02-02T06:25:00Z,8
2025-02-02T06:28:00Z,48
2025-02-02T06:29:00Z,104
2025-02-02T06:30:00Z,94
2025-02-02T06:31:00Z,16
2025-02-02T06:33:00Z,64
2025-02-02T06:34:00Z,104
2025-02-02T06:35:00Z,51
2025-02-02T06:46:00Z,4
2025-02-02T06:55:00Z,16
2025-02-02T06:56:00Z,15
2025-02-02T06:59:00Z,8
2025-02-02T07:04:00Z,54
2025-02-02T07:05:00Z,48
2025-02-02T07:06:00Z,35
2025-02-02T07:07:00Z,34
2025-02-02T07:08:00Z,18
2025-02-02T07:09:00Z,4
2025-02-02T07:10:00Z,48
2025-02-02T07:11:00Z,68
2025-02-02T07:12:00Z,67
2025-02-02T07:13:00Z,52
2025-02-02T07:14:00Z,65
2025-02-02T07:15:00Z,44
2025-02-02T07:16:00Z,7
2025-02-02T07:22:00Z,41
2025-02-02T07:23:00Z,25
2025-02-02T07:24:00Z,26
2025-02-02T07:25:00Z,59
2025-02-02T07:26:00Z,51
2025-02-02T07:27:00Z,30
2025-02-02T07:28:00Z,18
2025-02-02T07:29:00Z,12
2025-02-02T07:30:00Z,17
2025-02-02T07:31:00Z,45
2025-02-02T07:32:00Z,49
2025-02-02T07:33:00Z,84
2025-02-02T07:34:00Z,28
2025-02-02T07:35:00Z,23
2025-02-02T07:36:00Z,12
2025-02-02T07:37:00Z,61
2025-02-02T07:39:00Z,88
2025-02-02T07:40:00Z,43
2025-02-02T07:41:00Z,100
2025-02-02T07:42:00Z,93
2025-02-02T07:43:00Z,80
2025-02-02T07:45:00Z,13
2025-02-02T07:47:00Z,29
2025-02-02T07:48:00Z,8
2025-02-02T07:52:00Z,32
2025-02-02T07:53:00Z,20
2025-02-02T09:00:00Z,7
2025-02-02T09:01:00Z,27
2025-02-02T09:02:00Z,21
2025-02-02T09:03:00Z,89
2025-02-02T09:04:00Z,72
2025-02-02T09:05:00Z,7
2025-02-02T09:06:00Z,11
2025-02-02T09:08:00Z,6
2025-02-02T09:09:00Z,54
2025-02-02T09:10:00Z,9
2025-02-02T09:11:00Z,20
2025-02-02T09:12:00Z,7
2025-02-02T09:16:00Z,6
2025-02-02T09:17:00Z,29
2025-02-02T09:18:00Z,4
2025-02-02T10:05:00Z,61
2025-02-02T10:06:00Z,58
2025-02-02T10:07:00Z,95
2025-02-02T10:08:00Z,103
2025-02-02T10:09:00Z,12
2025-02-02T10:10:00Z,103
2025-02-02T10:11:00Z,103
2025-02-02T10:12:00Z,101
2025-02-02T10:13:00Z,103
2025-02-02T10:14:00Z,39
2025-02-02T10:15:00Z,41
2025-02-02T10:17:00Z,5
2025-02-02T10:43:00Z,70
2025-02-02T10:44:00Z,87
2025-02-02T10:45:00Z,98
2025-02-02T10:46:00Z,99
2025-02-02T10:47:00Z,96
2025-02-02T10:48:00Z,96
2025-02-02T10:49:00Z,98
2025-02-02T10:50:00Z,98
2025-02-02T10:51:00Z,22
2025-02-02T10:52:00Z,98
2025-02-02T10:53:00Z,98
2025-02-02T10:54:00Z,40
2025-02-02T10:55:00Z,25
2025-02-02T10:56:00Z,49
2025-02-02T10:57:00Z,20
2025-02-02T10:58:00Z,28
2025-02-02T10:59:00Z,24
2025-02-02T11:00:00Z,47
2025-02-02T11:01:00Z,45
2025-02-02T11:02:00Z,14
2025-02-02T11:03:00Z,16
2025-02-02T12:11:00Z,13
2025-02-02T12:12:00Z,6
2025-02-02T12:30:00Z,12
2025-02-02T12:45:00Z,13
2025-02-02T13:00:00Z,33
2025-02-02T13:01:00Z,23
2025-02-02T14:57:00Z,7
2025-02-02T19:03:00Z,7
2025-02-02T22:30:00Z,4
2025-02-03T00:41:00Z,9
2025-02-03T01:01:00Z,42
2025-02-03T01:02:00Z,38
2025-02-03T01:03:00Z,41
2025-02-03T01:04:00Z,20
2025-02-03T01:05:00Z,13
2025-02-03T01:06:00Z,33
2025-02-03T01:07:00Z,1
2025-02-03T01:11:00Z,19
2025-02-03T01:23:00Z,13
2025-02-03T02:27:00Z,21
2025-02-03T04:14:00Z,4
2025-02-03T05:40:00Z,16
2025-02-03T06:02:00Z,17
2025-02-03T06:31:00Z,12
2025-02-03T06:32:00Z,8
2025-02-03T07:46:00Z,6
2025-02-03T08:30:00Z,7
2025-02-03T08:31:00Z,1
2025-02-03T09:14:00Z,19
2025-02-03T09:15:00Z,6
2025-02-03T09:16:00Z,4
2025-02-03T14:35:00Z,7
2025-02-03T14:37:00Z,10
2025-02-03T14:39:00Z,7
2025-02-03T17:03:00Z,12
2025-02-03T17:04:00Z,8
2025-02-03T17:05:00Z,8
2025-02-03T17:06:00Z,9
2025-02-03T17:08:00Z,31
2025-02-03T20:33:00Z,6
2025-02-04T00:17:00Z,12
2025-02-04T00:19:00Z,30
2025-02-04T00:20:00Z,44
2025-02-04T00:21:00Z,5
2025-02-04T00:23:00Z,20
2025-02-04T00:25:00Z,8
2025-02-04T00:26:00Z,20
2025-02-04T00:33:00Z,25
2025-02-04T00:34:00Z,2
2025-02-04T00:38:00Z,14
2025-02-04T00:56:00Z,10
2025-02-04T00:59:00Z,8
2025-02-04T01:00:00Z,16
2025-02-04T01:18:00Z,34
2025-02-04T02:53:00Z,6
2025-02-04T06:05:00Z,8
2025-02-04T06:26:00Z,7
2025-02-04T06:27:00Z,15
2025-02-04T06:29:00Z,26
2025-02-04T06:30:00Z,12
2025-02-04T06:33:00Z,21
2025-02-04T09:24:00Z,11
2025-02-04T09:25:00Z,28
2025-02-04T12:24:00Z,15
2025-02-04T12:25:00Z,16
2025-02-04T12:26:00Z,35
2025-02-04T12:27:00Z,25
2025-02-04T12:28:00Z,13
2025-02-04T12:29:00Z,8
2025-02-04T12:30:00Z,13
2025-02-04T12:32:00Z,86
2025-02-04T12:33:00Z,60
2025-02-04T12:34:00Z,70
2025-02-04T12:35:00Z,82
2025-02-04T12:36:00Z,34
2025-02-04T12:37:00Z,33
2025-02-04T12:38:00Z,25
2025-02-04T12:43:00Z,22
2025-02-04T12:44:00Z,39
2025-02-04T12:46:00Z,13
2025-02-04T12:47:00Z,9
2025-02-04T12:50:00Z,9
2025-02-04T12:51:00Z,25
2025-02-04T13:00:00Z,19
2025-02-04T13:01:00Z,18
2025-02-04T13:02:00Z,1
2025-02-04T13:40:00Z,6
2025-02-04T13:44:00Z,4
2025-02-04T13:58:00Z,4
2025-02-04T14:00:00Z,13
2025-02-04T14:01:00Z,11
2025-02-04T15:03:00Z,16
2025-02-04T15:04:00Z,7
2025-02-04T15:05:00Z,4
2025-02-04T15:06:00Z,14
2025-02-04T22:30:00Z,4
2025-02-04T22:33:00Z,12
2025-02-04T22:34:00Z,27
2025-02-04T22:35:00Z,10
2025-02-04T22:36:00Z,20
2025-02-04T22:37:00Z,23
2025-02-04T22:41:00Z,11
2025-02-04T22:42:00Z,23
2025-02-04T22:43:00Z,31
2025-02-04T22:44:00Z,22
2025-02-04T22:45:00Z,32
2025-02-04T22:46:00Z,67
2025-02-04T22:47:00Z,19
2025-02-04T22:48:00Z,9
2025-02-04T22:49:00Z,10
2025-02-04T22:50:00Z,33
2025-02-04T22:51:00Z,7
2025-02-04T22:53:00Z,29
2025-02-04T22:54:00Z,27
2025-02-04T22:55:00Z,33
2025-02-04T22:57:00Z,61
2025-02-04T22:58:00Z,112
2025-02-04T22:59:00Z,116
2025-02-04T23:00:00Z,118
2025-02-04T23:01:00Z,115
2025-02-04T23:02:00Z,115
2025-02-04T23:03:00Z,111
2025-02-04T23:04:00Z,113
2025-02-04T23:05:00Z,116
2025-02-04T23:06:00Z,112
2025-02-04T23:07:00Z,114
2025-02-04T23:08:00Z,112
2025-02-04T23:09:00Z,108
2025-02-04T23:10:00Z,113
2025-02-04T23:11:00Z,100
2025-02-04T23:12:00Z,8
2025-02-04T23:32:00Z,4
2025-02-04T23:33:00Z,110
2025-02-04T23:34:00Z,59
2025-02-04T23:37:00Z,82
2025-02-04T23:45:00Z,12
2025-02-04T23:46:00Z,109
2025-02-04T23:47:00Z,102
2025-02-04T23:48:00Z,110
2025-02-04T23:49:00Z,27
2025-02-04T23:51:00Z,13
2025-02-05T00:11:00Z,52
2025-02-05T00:12:00Z,108
2025-02-05T00:13:00Z,103
2025-02-05T00:14:00Z,80
2025-02-05T00:15:00Z,25
2025-02-05T00:16:00Z,106
2025-02-05T00:17:00Z,110
2025-02-05T00:18:00Z,76
2025-02-05T00:19:00Z,105
2025-02-05T00:20:00Z,108
2025-02-05T00:21:00Z,103
2025-02-05T00:22:00Z,35
2025-02-05T00:23:00Z,92
2025-02-05T00:24:00Z,83
2025-02-05T00:25:00Z,85
2025-02-05T00:26:00Z,14
2025-02-05T00:34:00Z,20
2025-02-05T00:35:00Z,77
2025-02-05T00:36:00Z,61
2025-02-05T00:37:00Z,36
2025-02-05T00:38:00Z,24
2025-02-05T00:39:00Z,85
2025-02-05T00:40:00Z,9
2025-02-05T00:58:00Z,6
2025-02-05T00:59:00Z,55
2025-02-05T01:00:00Z,8
2025-02-05T01:30:00Z,35
2025-02-05T02:25:00Z,35
2025-02-05T02:26:00Z,16
2025-02-05T02:27:00Z,36
2025-02-05T02:28:00Z,61
2025-02-05T02:29:00Z,10
2025-02-05T03:23:00Z,27
2025-02-05T03:24:00Z,94
2025-02-05T03:25:00Z,58
2025-02-05T03:59:00Z,31
2025-02-05T04:34:00Z,29
2025-02-05T04:43:00Z,24
2025-02-05T04:44:00Z,65
2025-02-05T04:45:00Z,71
2025-02-05T05:07:00Z,14
2025-02-05T05:24:00Z,49
2025-02-05T05:25:00Z,67
2025-02-05T05:26:00Z,14
2025-02-05T05:29:00Z,19
2025-02-05T05:30:00Z,35
2025-02-05T05:31:00Z,92
2025-02-05T05:32:00Z,46
2025-02-05T08:32:00Z,37
2025-02-05T08:33:00Z,43
2025-02-05T08:34:00Z,46
2025-02-05T08:48:00Z,5
2025-02-05T09:53:00Z,20
2025-02-05T09:56:00Z,11
2025-02-05T10:23:00Z,58
2025-02-05T10:24:00Z,2
2025-02-05T10:25:00Z,28
2025-02-05T10:26:00Z,29
2025-02-05T10:27:00Z,19
2025-02-05T10:39:00Z,7
2025-02-05T10:40:00Z,86
2025-02-05T10:41:00Z,82
2025-02-05T10:42:00Z,64
2025-02-05T10:43:00Z,89
2025-02-05T10:44:00Z,81
2025-02-05T10:45:00Z,63
2025-02-05T10:47:00Z,69
2025-02-05T10:48:00Z,104
2025-02-05T10:49:00Z,100
2025-02-05T10:50:00Z,108
2025-02-05T10:51:00Z,103
2025-02-05T10:52:00Z,104
2025-02-05T10:53:00Z,100
2025-02-05T10:54:00Z,103
2025-02-05T10:55:00Z,72
2025-02-05T11:15:00Z,85
2025-02-05T11:16:00Z,105
2025-02-05T11:17:00Z,108
2025-02-05T11:18:00Z,22
2025-02-05T11:27:00Z,30
2025-02-05T11:28:00Z,83
2025-02-05T11:29:00Z,29
2025-02-05T11:48:00Z,74
2025-02-05T11:49:00Z,105
2025-02-05T11:50:00Z,107
2025-02-05T11:51:00Z,45
2025-02-05T11:52:00Z,106
2025-02-05T11:53:00Z,108
2025-02-05T11:54:00Z,106
2025-02-05T11:55:00Z,107
2025-02-05T11:56:00Z,107
2025-02-05T11:57:00Z,106
2025-02-05T11:58:00Z,107
2025-02-05T11:59:00Z,107
2025-02-05T12:00:00Z,108
2025-02-05T12:01:00Z,110
2025-02-05T12:02:00Z,108
2025-02-05T12:03:00Z,101
2025-02-05T12:04:00Z,91
2025-02-05T12:05:00Z,48
2025-02-05T12:06:00Z,19
2025-02-05T12:07:00Z,10
2025-02-05T12:09:00Z,44
2025-02-05T12:10:00Z,8
2025-02-05T12:11:00Z,40
2025-02-05T12:12:00Z,9
2025-02-05T12:13:00Z,13
2025-02-05T12:15:00Z,10
2025-02-05T12:23:00Z,21
2025-02-05T12:24:00Z,13
2025-02-05T12:26:00Z,9
2025-02-05T12:27:00Z,6
2025-02-05T12:28:00Z,16
2025-02-05T12:29:00Z,8
2025-02-05T12:30:00Z,14
2025-02-05T12:31:00Z,13
2025-02-05T12:32:00Z,11
2025-02-05T12:33:00Z,25
2025-02-05T12:34:00Z,44
2025-02-05T12:35:00Z,54
2025-02-05T12:36:00Z,38
2025-02-05T12:37:00Z,37
2025-02-05T12:38:00Z,26
2025-02-05T12:39:00Z,19
2025-02-05T12:41:00Z,27
2025-02-05T12:42:00Z,66
2025-02-05T12:43:00Z,26
2025-02-05T12:44:00Z,10
2025-02-05T13:00:00Z,30
2025-02-05T13:01:00Z,7
2025-02-05T13:02:00Z,13
2025-02-05T13:03:00Z,4
2025-02-05T13:04:00Z,10
2025-02-05T13:05:00Z,10
2025-02-05T13:10:00Z,4
2025-02-05T13:27:00Z,7
2025-02-05T14:11:00Z,7
2025-02-05T16:39:00Z,25
2025-02-05T21:43:00Z,22
2025-02-05T21:44:00Z,14
2025-02-05T21:45:00Z,26
2025-02-05T21:46:00Z,23
2025-02-05T21:47:00Z,29
2025-02-05T21:49:00Z,4
2025-02-05T21:50:00Z,11
2025-02-05T21:51:00Z,10
2025-02-05T21:52:00Z,15
2025-02-05T21:54:00Z,13
2025-02-05T21:55:00Z,4
2025-02-05T21:57:00Z,17
2025-02-05T21:58:00Z,68
2025-02-05T22:00:00Z,47
2025-02-05T22:01:00Z,18
2025-02-05T22:02:00Z,54
2025-02-05T22:03:00Z,43
2025-02-05T22:04:00Z,28
2025-02-05T22:05:00Z,44
2025-02-05T22:06:00Z,81
2025-02-05T22:07:00Z,74
2025-02-05T22:08:00Z,8
2025-02-05T22:09:00Z,56
2025-02-05T22:10:00Z,18
2025-02-05T22:11:00Z,27
2025-02-05T22:12:00Z,44
2025-02-05T22:13:00Z,27
2025-02-05T22:14:00Z,20
2025-02-05T22:15:00Z,40
2025-02-05T22:16:00Z,45
2025-02-05T22:17:00Z,14
2025-02-05T22:18:00Z,46
2025-02-05T22:19:00Z,26
2025-02-05T22:20:00Z,16
2025-02-05T22:21:00Z,15
2025-02-05T22:24:00Z,17
2025-02-05T22:25:00Z,35
2025-02-05T22:26:00Z,54
2025-02-05T22:27:00Z,18
2025-02-05T22:28:00Z,13
2025-02-05T22:29:00Z,5
2025-02-05T22:30:00Z,28
